fid,DN,Area km2
936,"14",0.159
937,"14",0.008
938,"172",0.001
939,"243",0.001
940,"243",0.002
941,"243",0.001
942,"243",0.001
943,"14",0.001
944,"243",0.001
945,"14",0.001
946,"243",0.001
947,"218",0.001
948,"14",0.001
949,"14",0.001
950,"243",0.002
951,"243",0.001
952,"14",0.003
953,"243",0.001
954,"243",0.001
955,"172",0.001
956,"172",0.001
957,"218",0.954
958,"218",0.001
959,"243",0.001
960,"14",0.001
961,"243",0.001
962,"243",0.001
963,"243",0.001
964,"14",0.001
965,"172",0.004
966,"14",0.001
967,"243",0.001
968,"243",0.008
969,"243",0.002
970,"243",0.001
971,"243",0.001
972,"243",0.002
973,"14",0.001
974,"243",0.001
975,"14",0.001
976,"14",0.001
977,"243",0.001
978,"14",0.001
979,"14",0.002
980,"14",0.020
981,"243",0.001
982,"243",0.002
983,"243",0.001
984,"243",0.001
985,"243",0.001
986,"218",0.001
987,"172",0.002
988,"243",0.001
989,"243",0.001
990,"243",0.001
991,"172",0.002
992,"218",0.001
993,"243",0.001
994,"14",0.004
995,"243",0.002
996,"14",0.054
997,"243",0.001
998,"14",0.001
999,"14",0.002
1000,"243",0.001
1001,"243",0.001
1002,"243",0.001
1003,"14",0.002
1004,"243",0.001
1005,"243",0.009
1006,"243",0.001
1007,"218",0.201
1008,"172",0.001
1009,"218",0.001
1010,"14",0.042
1011,"14",0.001
1012,"14",0.001
1013,"172",0.461
1014,"14",0.001
