fid,DN,Area km2
308,14,0.000625
309,14,0.000625
310,243,0.000625
311,243,0.004375001
312,243,0.004375001
313,243,0.005
314,243,0.001875
315,14,0.000625
316,14,0.003750001
317,243,0.000625
318,243,0.0025
319,14,0.000625
320,243,0.000625
321,243,0.00625
322,243,0.000625
323,243,0.001875
324,243,0.003125
325,243,0.001875
326,243,0.00125
327,243,0.000625
328,14,0.0025
329,243,0.000625
330,243,0.003125001
331,14,0.000625
332,218,0.004375
333,218,0.001875
334,172,0.000625
335,218,0.070000002
336,14,0.008125001
337,218,0.000625
338,243,0.000625
339,14,0.00125
340,243,0.004374999
341,243,0.000625
342,243,0.000625
343,14,0.00875
344,243,0.000625
345,243,0.005625
346,218,0.000625
347,243,0.006874999
348,14,0.000625
349,243,0.000625
350,243,0.00125
351,218,0.001875
352,14,0.010625
353,243,0.000625
354,243,0.000625
355,243,0.001875
356,14,0.000625
357,243,0.000625
358,243,0.000625
359,243,0.000625
360,243,0.000625
361,14,0.005625001
362,243,0.000625
363,243,0.000625
364,243,0.000625
365,243,0.00125
366,172,0.000625
367,243,0.00125
368,243,0.000625
369,243,0.000625
370,14,0.000625
371,243,0.000625
372,243,0.000625
373,172,0.021875
374,218,0.023125003
375,243,0.003125
376,243,0.006250001
377,14,0.000625
378,243,0.000625
379,243,0.000625
380,14,0.000625
381,243,0.000625
382,14,0.000625
383,243,0.000625
384,243,0.000625
385,14,0.000625
386,243,0.000625
387,243,0.000625
388,243,0.000625
389,218,0.000625
390,218,0.000625
391,14,0.000625
392,218,0.001875
393,243,0.011250001
394,243,0.0025
395,243,0.00125
396,218,0.0075
397,14,0.000625
398,243,0.000625
399,243,0.000625
400,243,0.000625
401,243,0.000625
402,14,0.000625
403,172,0.000625
404,218,0.00125
405,243,0.00375
406,218,0.000625
407,243,0.000625
408,243,0.000625
409,218,0.021875001
410,243,0.00125
411,243,0.000625
412,243,0.00125
413,243,0.000625
414,14,0.003125
415,243,0.01625
416,218,0.000625
417,77,0.000625
418,243,0.003125001
419,218,0.002500001
420,243,0.001875
421,218,0.000625
422,243,0.000625
423,14,0.000625
424,218,0.000625
425,243,0.000625
426,243,0.000625
427,243,0.000625
428,172,0.000625
429,14,0.002499999
430,14,0.009999998
431,14,0.000625
432,243,0.000625
433,243,0.00125
434,243,0.000625
435,172,0.000625
436,172,0.000625
437,243,0.000625
438,14,0.00125
439,14,0.000625
440,172,0.031875007
441,243,0.013124998
442,218,0.009999999
443,218,0.011250001
444,243,0.0025
445,14,0.00125
446,172,0.000625
447,243,0.001875
448,243,0.000625
449,172,0.00125
450,243,0.00125
451,243,0.00125
452,243,0.00375
453,243,0.000625
454,218,0.000625
455,14,0.00125
456,218,0.00125
457,243,0.000625
458,218,0.000625
459,14,0.003125
460,14,0.00125
461,14,0.000625
462,243,0.000625
463,14,0.000625
464,243,0.00125
465,243,0.001875
466,218,0.003125
467,14,0.110624999
468,243,0.000625
469,243,0.000625
470,243,0.00125
471,218,0.00125
472,243,0.000625
473,218,0.001875
474,243,0.001875
475,218,0.000625
476,243,0.000625
477,243,0.004999997
478,14,0.000625
479,243,0.000625
480,14,0.000625
481,14,0.000625
482,218,0.000625
483,172,0.000625
484,243,0.000625
485,172,0.000625
486,243,0.000625
487,243,0.0025
488,218,0.00125
489,243,0.000625
490,218,0.00125
491,77,0.013125001
492,218,0.002500001
493,14,0.008125
494,243,0.000625
495,218,0.000625
496,218,0.000625
497,243,0.000625
498,218,0.000625
499,14,0.001875
500,243,0.001875
501,243,0.000625
502,14,0.000625
503,172,0.000625
504,172,0.001875
505,172,0.001875
506,218,0.003749999
507,243,0.002499999
508,14,0.000625
509,243,0.00375
510,218,0.000625
511,243,0.000625
512,14,0.000625
513,243,0.000625
514,172,0.00125
515,243,0.005624999
516,14,0.0025
517,218,0.001875
518,14,0.000625
519,243,0.00125
520,243,0.000625
521,218,0.000625
522,14,0.000625
523,243,0.000625
524,14,0.012500001
525,172,0.009374998
526,243,0.0025
527,243,0.001875
528,243,0.001875
529,243,0.000625
530,14,0.000625
531,218,0.05875
532,243,0.000625
533,14,0.000625
534,172,0.000625
535,243,0.000625
536,218,0.000625
537,243,0.000625
538,243,0.000625
539,218,0.000625
540,243,0.01625
541,14,0.000625
542,218,0.00375
543,243,0.027500001
544,218,0.001875
545,243,0.00125
546,243,0.000625
547,218,0.005000002
548,172,0.000625
549,243,0.000625
550,243,0.00125
551,14,0.000625
552,243,0.000625
553,218,0.00125
554,243,0.000625
555,172,0.00125
556,243,0.000625
557,243,0.000625
558,172,0.003125
559,243,0.000625
560,243,0.000625
561,218,0.001875
562,243,0.000625
563,243,0.000625
564,243,0.000625
565,243,0.000625
566,243,0.000625
567,218,0.000625
568,243,0.000625
569,243,0.00125
570,172,0.0025
571,243,0.000625
572,243,0.000625
573,172,0.000625
574,243,0.001875
575,243,0.00125
576,218,0.001875
577,243,0.000625
578,14,0.000625
579,14,0.001875
580,243,0.00125
581,218,0.000625
582,243,0.000625
583,243,0.000625
584,218,0.000625
585,243,0.000625
586,218,0.000625
587,14,3.45187513
588,172,0.008749998
589,14,0.047499999
590,14,0.00125
591,243,0.000625
592,218,0.000625
593,218,0.000625
594,243,0.012499997
595,218,0.001875
596,14,0.002500001
597,218,0.000625
598,218,0.00125
599,243,0.00125
600,172,0.000625
601,218,0.0025
602,243,0.000625
603,14,0.006249999
604,243,0.003125
605,14,0.000625
606,243,0.000625
607,218,0.000625
608,218,0.00625
609,243,0.00125
610,243,0.00125
611,218,0.000625
612,218,0.528749963
613,14,0.000625
614,243,0.000625
615,172,0.008125
616,14,0.0025
617,243,0.000625
618,218,0.000625
619,218,0.003750001
620,77,0.000625
621,243,0.00125
622,243,0.000625
623,243,0.000625
624,243,0.000625
625,243,0.005000001
626,218,0.000625
627,243,0.0025
628,218,0.00125
629,243,0.000625
630,243,0.00125
631,243,0.000625
632,172,0.000625
633,243,0.000625
634,218,0.009374999
635,243,0.00125
636,172,0.00625
637,172,0.000625
638,172,0.0025
639,14,0.073125036
640,172,0.000625
641,218,0.004999999
642,243,0.00125
643,243,0.00125
644,14,0.001875
645,243,0.00125
646,218,0.003749998
647,243,0.000625
648,14,0.00125
649,243,0.000625
650,14,0.000625
651,243,0.000625
652,14,0.000625
653,218,0.000625
654,243,0.000625
655,218,0.000625
656,14,0.000625
657,218,0.000625
658,172,0.006874999
659,14,0.000625
660,172,0.030625004
661,14,0.001875
662,14,0.022500001
663,14,0.000625
664,243,0.00375
665,218,0.001875
666,14,0.000625
667,243,0.000625
668,172,0.012500001
669,14,0.000625
670,14,0.000625
671,243,0.00125
672,14,0.000625
673,77,0.000625
674,14,0.004374999
675,77,0.56749993
676,172,0.023125003
677,218,0.00125
678,77,0.155624963
679,172,0.000625
680,14,0.481875002
