fid,DN,Area km2
642,"172",0.002
643,"243",0.001
644,"243",0.002
645,"243",0.005
646,"243",0.001
647,"172",0.007
648,"172",0.001
649,"14",0.006
650,"172",0.001
651,"243",0.004
652,"218",0.001
653,"172",0.009
654,"243",0.001
655,"172",0.002
656,"243",0.004
657,"243",0.001
658,"243",0.003
659,"243",0.001
660,"243",0.001
661,"243",0.001
662,"14",0.001
663,"243",0.001
664,"218",0.002
665,"14",0.001
666,"243",0.001
667,"14",0.005
668,"243",0.001
669,"172",0.001
670,"243",0.001
671,"243",0.001
672,"14",0.001
673,"218",0.001
674,"243",0.003
675,"243",0.001
676,"243",0.001
677,"218",0.001
678,"243",0.001
679,"243",0.002
680,"172",0.001
681,"243",0.001
682,"243",0.001
683,"218",0.001
684,"14",0.001
685,"243",0.001
686,"172",0.001
687,"172",0.001
688,"243",0.004
689,"243",0.004
690,"218",0.001
691,"243",0.003
692,"243",0.003
693,"172",0.001
694,"218",0.001
695,"243",0.015
696,"243",0.001
697,"172",0.056
698,"243",0.001
699,"218",0.144
700,"218",0.001
701,"172",0.002
702,"243",0.006
703,"14",0.001
704,"172",0.005
705,"243",0.001
706,"243",0.001
707,"14",0.001
708,"243",0.001
709,"218",0.001
710,"218",0.001
711,"172",0.001
712,"243",0.001
713,"14",0.004
714,"243",0.001
715,"14",0.008
716,"243",0.001
717,"243",0.005
718,"243",0.001
719,"14",0.001
720,"243",0.001
721,"218",0.001
722,"243",0.001
723,"243",0.003
724,"172",0.001
725,"14",0.001
726,"243",0.001
727,"172",0.009
728,"243",0.005
729,"172",0.011
730,"243",0.024
731,"218",0.001
732,"243",0.001
733,"14",0.001
734,"172",0.001
735,"243",0.007
736,"243",0.001
737,"243",0.001
738,"243",0.001
739,"172",0.001
740,"218",0.001
741,"243",0.001
742,"243",0.003
743,"243",0.001
744,"172",0.002
745,"172",0.048
746,"14",0.001
747,"243",0.002
748,"172",0.001
749,"243",0.002
750,"172",0.001
751,"243",0.002
752,"243",0.001
753,"218",0.001
754,"172",0.001
755,"243",0.001
756,"243",0.002
757,"243",0.001
758,"14",0.001
759,"218",0.001
760,"172",0.001
761,"172",0.003
762,"14",0.001
763,"243",0.006
764,"243",0.001
765,"172",0.007
766,"218",0.001
767,"243",0.001
768,"218",0.001
769,"243",0.001
770,"243",0.004
771,"218",0.003
772,"243",0.001
773,"172",0.001
774,"243",0.003
775,"243",0.001
776,"243",0.001
777,"218",0.001
778,"243",0.001
779,"243",0.016
780,"172",0.010
781,"243",0.001
782,"218",0.001
783,"243",0.003
784,"218",0.001
785,"243",0.001
786,"243",0.001
787,"243",0.003
788,"243",0.002
789,"243",0.001
790,"218",0.001
791,"243",0.001
792,"172",0.001
793,"243",0.001
794,"243",0.001
795,"243",0.001
796,"172",0.002
797,"243",0.009
798,"14",0.023
799,"243",0.001
800,"14",2.799
801,"243",0.001
802,"218",0.001
803,"172",0.006
804,"243",0.004
805,"218",0.001
806,"243",0.001
807,"218",0.001
