"","Roosts","Shannon_index"
"1","ANU",1.14853905103603
"2","CO",0.936663217665214
"3","COR",0.84792036458761
"4","GARP",1.22516015887769
"5","GU",1.40784303213788
"6","HA",0.483453115772266
"7","HIG",1.13568209191007
"8","LAKEG",1.39102508296533
"9","LY",0.955220974876798
"10","NAR",1.15033971528824
"11","OC",0.584402419997678
"12","TP",1.31710336200743
"13","WA",0.888463435493851
"14","WM",0.938202282998235
"15","YM",1.17500280768135
