Roost,Roost size,Latitude,Longitude,Level,Distance ,Position,Region,Installation date,Installation time(end),Approach n,Approach start,Approach end,Approach date,Approach type,Solving time,Species,ArtificialSurface%,Shannon index Artificial Surface,General Shannon index,Shannon index water,Shannon index natural terrestrial vegetation
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,26,09:33:07,09:34:23,20230810,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,27,09:35:29,09:36:55,20230810,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,28,09:43:54,09:46:07,20230810,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,29,09:47:06,09:47:43,20230810,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,30,09:48:42,09:51:57,20230810,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,31,09:53:08,09:56:34,20230810,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,32,13:10:38,13:10:49,20230812,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,33,13:10:49,13:11:19,20230812,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,34,13:11:27,13:11:29,20230812,Presence,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,35,13:11:38,13:14:37,20230812,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,36,13:12:56,13:13:04,20230812,Presence,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,37,13:19:52,13:21:05,20230812,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,38,13:22:32,13:24:09,20230812,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,39,13:24:28,13:25:01,20230812,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,40,13:32:14,13:33:19,20230816,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,41,11:45:09,11:45:36,20230820,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,42,18:22:42,18:23:29,20230820,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,43,18:23:47,18:23:48,20230820,Presence,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,44,18:23:53,18:27:57,20230820,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,45,13:11:44,13:14:29,20230821,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,46,13:12:30,13:13:10,20230821,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,47,13:14:08,13:15:24,20230821,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,48,12:38:52,12:40:13,20230822,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,49,14:51:09,14:51:17,20230822,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,50,16:35:25,16:39:12,20230826,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,51,16:36:00,16:39:31,20230826,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,52,17:00:07,17:02:23,20230827,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,53,17:28:22,17:28:41,20230904,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,54,17:41:08,17:41:38,20230905,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
War Memorial,82,-35.28384,149.145197,2,9.7,Left,North,20230703,13:15,55,17:41:52,17:41:56,20230905,Attempt,NA,Cacatua galerita,10.65,0.23857517,0.93820228,0.10175013,0.23199374
Watson,151,-35.237272,149.161154,1,13.3,Center,North,20230718,13:50,1,18:30:37,18:30:50,20230728,Presence,NA,Cacatua galerita,7.82,0.19924213,0.88846344,0.0008295,0.23426989
Watson,151,-35.237272,149.161154,1,13.3,Center,North,20230718,13:50,2,18:34:43,18:43:21,20230806,Solving,18:35:43,Cacatua galerita,7.82,0.19924213,0.88846344,0.0008295,0.23426989
Watson,151,-35.237174,149.161549,2,17.3,Right,North,20230718,13:50,1,12:10:57,12:14:40,20230819,Attempt,NA,Cacatua galerita,7.82,0.19924213,0.88846344,0.0008295,0.23426989
Watson,151,-35.237174,149.161549,2,17.3,Right,North,20230718,13:50,2,12:14:52,12:14:59,20230819,Attempt,NA,Cacatua galerita,7.82,0.19924213,0.88846344,0.0008295,0.23426989
Watson,151,-35.237174,149.161549,2,17.3,Right,North,20230718,13:50,3,12:16:11,12:48:06,20230819,Solving,12:32:51,Cacatua galerita,7.82,0.19924213,0.88846344,0.0008295,0.23426989
Watson,151,-35.237104,149.160883,3,6.5,Left,North,20230718,13:50,1,18:57:20,18:57:44,20230902,Attempt,NA,Cacatua galerita,7.82,0.19924213,0.88846344,0.0008295,0.23426989
Garis Place,165,-35.207972,149.01435,1,4.8,Center,Belconnen,20230616,15:10,1,18:06:13,18:06:32,20230624,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207972,149.01435,1,4.8,Center,Belconnen,20230616,15:10,2,11:59:37,12:00:48,20230717,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207972,149.01435,1,4.8,Center,Belconnen,20230616,15:10,3,12:01:18,12:01:28,20230717,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207972,149.01435,1,4.8,Center,Belconnen,20230616,15:10,4,18:27:32,18:28:34,20230808,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,1,13:51:57,13:53:19,20230617,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,2,13:53:53,13:57:38,20230617,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,3,07:57:06,08:01:58,20230708,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,4,17:59:40,18:00:55,20230708,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,5,18:06:02,18:06:11,20230708,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,6,18:15:54,18:17:23,20230710,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,7,18:20:46,18:21:40,20230710,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,8,18:04:41,18:04:51,20230712,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,9,18:05:09,18:05:45,20230712,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,10,18:15:15,18:16:23,20230712,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,11,18:16:39,18:16:44,20230712,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,12,18:18:02,18:19:10,20230712,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,13,18:20:10,18:20:41,20230712,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,14,08:06:11,08:09:17,20230713,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,15,08:07:09,08:08:20,20230713,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,16,08:16:00,08:21:05,20230713,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,16,08:16:18,08:23:14,20230713,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,17,08:33:14,08:34:56,20230713,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,17,08:33:35,08:34:56,20230713,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,18,18:28:50,18:29:20,20230713,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,19,07:51:51,07:51:52,20230713,Presence,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,20,18:13:10,18:16:03,20230714,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,21,18:14:02,18:16:27,20230714,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,22,18:22:48,18:25:45,20230715,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,23,18:18:10,18:20:24,20230717,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,24,18:19:34,18:20:30,20230717,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,25,18:17:30,18:18:04,20230719,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,26,18:19:27,18:20:56,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,27,18:21:59,18:22:04,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,28,18:25:49,18:28:52,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,29,18:29:02,18:29:14,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,30,18:30:06,18:30:43,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,31,18:31:05,18:31:12,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,32,18:32:10,18:33:02,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,33,18:33:03,18:36:00,20230720,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,34,18:10:52,18:11:29,20230723,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,35,18:11:42,18:12:18,20230723,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,36,18:37:59,18:38:13,20230723,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,37,18:17:28,18:18:39,20230725,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,38,18:26:49,18:30:04,20230725,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,39,17:41:15,17:41:43,20230726,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,40,17:41:59,17:42:36,20230726,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,41,18:28:57,18:29:14,20230727,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,42,18:29:18,18:29:47,20230727,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,43,18:30:47,18:31:59,20230727,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,44,07:47:00,07:50:39,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,45,07:51:33,07:52:48,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,46,07:52:29,07:53:45,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,47,18:15:32,18:16:57,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,48,18:15:54,18:16:49,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,49,18:17:09,18:17:55,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,50,18:19:29,18:23:38,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,51,18:25:16,18:27:37,20230728,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,52,18:25:57,18:29:44,20230730,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,53,18:31:17,18:34:26,20230730,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,54,14:18:58,14:19:30,20230802,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,55,18:36:37,18:37:30,20230803,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,56,18:36:55,18:39:07,20230803,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,57,18:29:21,18:29:25,20230804,Presence,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,58,18:29:52,18:31:10,20230804,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,59,18:30:57,18:31:55,20230804,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,60,18:32:00,18:33:48,20230804,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,61,07:44:08,07:46:09,20230805,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,62,07:51:29,07:56:04,20230805,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,63,18:36:56,18:37:18,20230805,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,64,18:17:33,18:18:17,20230806,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,65,18:18:27,18:18:56,20230806,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,66,18:31:32,18:31:36,20230806,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,67,18:33:07,18:34:04,20230807,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,68,18:45:57,18:46:33,20230807,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,69,18:46:18,18:49:47,20230807,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,70,07:35:35,07:44:44,20230808,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,71,07:37:29,07:37:33,20230808,Presence,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Garis Place,165,-35.207129,149.014454,3,12,Left,Belconnen,20230616,15:10,72,18:26:51,18:27:25,20230810,Attempt,NA,Cacatua galerita,10.78,0.24012456,1.22516016,0.00228803,0.3522665
Higgins,103,-35.228725,149.024226,1,8.4,Center,Belconnen,20230620,13:20,1,08:16:22,08:18:04,20230705,Solving,08:16:51,Cacatua galerita,6.42,0.17626089,1.13568209,0.31667473,0.32717514
Higgins,103,-35.228725,149.024226,1,8.4,Center,Belconnen,20230620,13:20,2,08:17:02,08:18:40,20230705,Attempt,NA,Cacatua galerita,6.42,0.17626089,1.13568209,0.31667473,0.32717514
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,1,18:50:23,18:51:18,20230829,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,2,18:26:25,18:26:57,20230830,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,3,18:02:53,18:03:04,20230901,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,4,18:03:29,18:03:37,20230901,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,5,18:04:18,18:05:28,20230901,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,6,18:28:17,18:29:24,20230902,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,7,18:31:11,18:31:51,20230902,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,8,18:40:06,18:40:27,20230906,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,9,18:34:07,18:34:19,20230907,Presence,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,10,17:48:28,17:49:05,20230908,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,11,17:49:37,17:50:32,20230908,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,12,17:53:45,17:54:00,20230908,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,13,18:12:36,18:12:37,20230908,Presence,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,14,18:15:37,18:15:47,20230908,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,15,18:15:58,18:20:15,20230908,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,16,18:17:03,18:17:38,20230908,Presence,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336765,149.152358,1,10.9,Center,South,20230829,13:20,17,18:25:15,18:26:10,20230909,Solving,18:26:09,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336897,149.151536,2,10.4,Left,South,20230829,13:20,1,18:41:06,18:44:09,20230902,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336897,149.151536,2,10.4,Left,South,20230829,13:20,2,17:49:35,17:49:53,20230918,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
