fid,DN,Area in km2
"430","243",0.000625000009113923
"431","14",0.00249999999640696
"432","243",0.000624999997794628
"433","243",0.00124999999329075
"434","218",0.00437499999785982
"435","218",0.00187499971719086
"436","172",0.000625000004250556
"437","218",0.0700000021389071
"438","14",0.00812500082994811
"439","243",0.00437499885605089
"440","243",0.000624999996719882
"441","243",0.000625000006070361
"442","14",0.00874999958785623
"443","243",0.000625000006694347
"444","243",0.00312499817440286
"445","243",0.00124999999914318
"446","218",0.00187500000406802
"447","14",0.0106249996017925
"448","243",0.000624999990934506
"449","243",0.000624999999338761
"450","243",0.000625000002734363
"451","218",0.000624999996686354
"452","243",0.00250000042495504
"453","243",0.000625000003678724
"454","243",0.000624999999754131
"455","243",0.000625000008622184
"456","243",0.000624999997306615
"457","14",0.00124999999595992
"458","243",0.00500000000574626
"459","14",0.00062499999448657
"460","14",0.0012499999913685
"461","14",0.000625000009639189
"462","172",0.000624999992886558
"463","14",0.00124999999426305
"464","243",0.000625000004382804
"465","243",0.000625000008704141
"466","243",0.000624999998122454
"467","218",0.000625000003324822
"468","14",0.00124999999357387
"469","243",0.00124999998902716
"470","243",0.000624999996399507
"471","243",0.000624999987848103
"472","14",0.000624999993817881
"473","243",0.000624999994585291
"474","14",0.000625000006163493
"475","243",0.00312500027851388
"476","172",0.00062499999412708
"477","172",0.021875000161577
"478","218",0.0231250025964137
"479","243",0.00312499956962839
"480","243",0.0062500006894432
"481","243",0.00250000000306591
"482","14",0.00812500028661452
"483","14",0.00187500027275458
"484","243",0.0100000006821454
"485","14",0.000625000006441027
"486","243",0.000624999993259087
"487","243",0.000624999992016703
"488","14",0.000625000000834465
"489","243",0.000624999996073544
"490","14",0.000624999996071681
"491","243",0.000624999997278675
"492","243",0.000624999997356907
"493","243",0.0018749999993965
"494","172",0.000624999998038635
"495","218",0.00249999999766424
"496","14",0.000624999997422099
"497","243",0.000624999999340624
"498","243",0.000625000001873821
"499","243",0.000625000008394942
"500","218",0.000625000000080094
"501","218",0.000624999997962266
"502","14",0.00062499999855645
"503","218",0.00187499987501092
"504","243",0.0112500007304288
"505","243",0.0025000000054203
"506","243",0.000624999996935949
"507","14",0.00187500000721216
"508","243",0.000624999991672114
"509","243",0.00124999999787286
"510","218",0.00750000029303879
"511","14",0.000624999994570389
"512","243",0.000624999996943399
"513","243",0.000625000001907349
"514","14",0.00187499999954924
"515","243",0.00187499998874962
"516","14",0.00375000000119768
"517","243",0.00125000000534952
"518","243",0.0018749997190088
"519","218",0.00062500000792928
"520","14",0.000625000008527189
"521","172",0.000625000005202368
"522","218",0.0012499999963697
"523","243",0.0037500002795849
"524","218",0.000625000004475936
"525","243",0.000624999995762482
"526","243",0.00124999999419414
"527","243",0.0012500000073798
"528","243",0.000625000002684072
"529","218",0.0218750010750014
"530","243",0.0012499999975916
"531","243",0.000625000004392117
"532","243",0.00124999999916181
"533","243",0.000625000007612631
"534","14",0.00312499972616695
"535","218",0.00187500027636066
"536","243",0.000624999994399026
"537","243",0.00125000000495091
"538","218",0.000625000007495284
"539","77",0.000624999992722645
"540","243",0.00312500083877146
"541","218",0.00250000052368082
"542","243",0.00187500000261515
"543","218",0.000625000003613532
"544","243",0.000624999997608364
"545","14",0.000624999996736646
"546","218",0.000624999991815537
"547","243",0.000625000008301809
"548","243",0.000624999995045364
"549","243",0.000625000006677583
"550","243",0.000625000003740191
"551","243",0.00124999999976903
"552","14",0.000624999990297481
"553","243",0.00125000000120513
"554","172",0.000625000001387671
"555","14",0.00249999931904301
"556","14",0.0099999978886582
"557","14",0.000625000001033768
"558","243",0.000625000006712973
"559","243",0.00124999999815971
"560","243",0.000624999999208376
"561","243",0.00125000000477582
"562","243",0.000625000011494383
"563","218",0.00187499971544743
"564","243",0.000625000010704622
"565","172",0.000624999997513369
"566","172",0.000624999998090789
"567","243",0.00062500000330247
"568","14",0.00125000000235997
"569","14",0.000625000002339482
"570","243",0.00124999999789707
"571","14",0.000624999995902181
"572","14",0.000624999995131046
"573","243",0.000625000001357868
"574","243",0.00062500000817515
"575","172",0.0318750069003813
"576","243",0.0131249976504799
"577","218",0.00999999915300868
"578","243",0.00437500095972605
"579","218",0.0112500010893866
"580","243",0.00249999970484711
"581","14",0.00125000000178069
"582","243",0.00749999878000282
"583","243",0.00187499972681887
"584","172",0.00062499999288097
"585","243",0.00187500013465434
"586","243",0.000625000000553206
"587","243",0.000625000005410984
"588","243",0.00125000000559352
"589","243",0.00374999998914078
"590","243",0.000625000006029382
"591","218",0.000624999992789701
"592","14",0.00124999999793991
"593","218",0.00124999999518506
"594","243",0.000624999999301508
"595","218",0.000624999999208376
"596","14",0.00312500003230385
"597","14",0.00125000000005588
"598","14",0.000625000001758337
"599","243",0.000625000004509464
"600","14",0.000625000001730397
"601","172",0.000624999993661419
"602","243",0.00124999999073893
"603","243",0.00687500002360158
"604","243",0.000625000002805144
"605","243",0.00187499999975413
"606","243",0.000624999998699874
"607","218",0.00312499997132644
"608","14",0.110624998493051
"609","243",0.000624999999182299
"610","243",0.000624999996727333
"611","243",0.0012499999990277
"612","218",0.00125000000736862
"613","243",0.000624999994456768
"614","218",0.00187499972704984
"615","243",0.00187499987179413
"616","218",0.00062499999496527
"617","243",0.000624999999029562
"618","243",0.000624999996682629
"619","243",0.00499999717246369
"620","14",0.000624999998522922
"621","243",0.000624999990254641
"622","14",0.000625000002810731
"623","14",0.000625000001164153
"624","218",0.000624999998841435
"625","172",0.000624999995952472
"626","243",0.000624999997336417
"627","172",0.000624999996125698
"628","243",0.000625000012958422
"629","243",0.00250000001452863
"630","218",0.00124999999012053
"631","243",0.000624999998986721
"632","243",0.00125000000034645
"633","243",0.00187500012839399
"634","218",0.00124999999758229
"635","77",0.0131250007112492
"636","218",0.00250000054311939
"637","14",0.00812500002587214
"638","243",0.00062499999307096
"639","218",0.000625000000413507
"640","218",0.000624999987868592
"641","243",0.000624999992443249
"642","218",0.000625000001847744
"643","14",0.00187499988284707
"644","243",0.0018749999942407
"645","243",0.00062500000837259
"646","14",0.000625000007107854
"647","172",0.000624999988321215
"648","172",0.00187499988645129
"649","14",0.00375000002225302
"650","243",0.00125000000552461
"651","243",0.000624999996490777
"652","243",0.00124999998758733
"653","172",0.00187500027050637
"654","218",0.00374999887798913
"655","243",0.00249999932184629
"656","14",0.000624999997567385
"657","243",0.00374999999677576
"658","218",0.000625000001780689
"659","243",0.000625000003524125
"660","14",0.000625000000368804
"661","243",0.00062500000185892
"662","172",0.00124999999663047
"663","243",0.000624999993726611
"664","243",0.00249999998842366
"665","243",0.00562499918664247
"666","14",0.00250000000075251
"667","218",0.00187499972111546
"668","14",0.000624999996637926
"669","243",0.00125000000415742
"670","172",0.000625000000681728
"671","243",0.000624999997779727
"672","243",0.00125000000222586
"673","243",0.000624999992601573
"674","218",0.00062499999916181
"675","14",0.000625000004367903
"676","243",0.000625000004712492
"677","172",0.00062500000468269
"678","14",0.000624999991474673
"679","243",0.000625000001875684
"680","243",0.00812499967786483
"681","14",0.0125000009947587
"682","172",0.00937499815203436
"683","218",0.00249999956978857
"684","243",0.00249999999854341
"685","243",0.00562500016467646
"686","243",0.00187500000894442
"687","243",0.000624999999228865
"688","14",0.000625000009389594
"689","218",0.0587499998189509
"690","243",0.000624999993434176
"691","14",0.000625000000480562
"692","172",0.000625000003201887
"693","243",0.00062500000650622
"694","218",0.000624999997735024
"695","243",0.000624999998388812
"696","243",0.000625000007512048
"697","218",0.0006249999889303
"698","243",0.0162500001511574
"699","243",0.000625000000931323
"700","14",0.000625000003835186
"701","243",0.000625000006714836
"702","77",0.000624999988989905
"703","14",0.000624999988265336
"704","218",0.00374999999303371
"705","243",0.0275000014322475
"706","218",0.00187499987162091
"707","243",0.00124999999670312
"708","243",0.000624999996459112
"709","218",0.005000001819795
"710","172",0.00062499999428913
"711","243",0.000624999997582287
"712","14",0.000624999994043261
"713","243",0.00187499999214709
"714","243",0.00124999999800883
"715","218",0.00124999999131635
"716","243",0.000625000006280839
"717","243",0.00125000000891462
"718","14",0.000624999993674457
"719","243",0.000624999997414648
"720","218",0.00125000000479817
"721","243",0.000624999994816259
"722","172",0.00125000000349991
"723","243",0.00062499999593012
"724","243",0.000625000000195578
"725","172",0.00312499975094572
"726","243",0.00312499917168543
"727","243",0.000624999999256805
"728","172",0.00187499972989596
"729","243",0.000625000004617497
"730","243",0.000625000000026077
"731","243",0.000625000004665926
"732","218",0.00187500027021207
"733","243",0.000625000010060146
"734","243",0.000624999996745959
"735","243",0.000625000008614734
"736","14",0.00437499961658381
"737","14",0.00437500132347085
"738","243",0.000625000010382384
"739","243",0.0087500009744484
"740","243",0.000624999992571771
"741","243",0.000625000000437722
"742","243",0.000625000006258488
"743","218",0.000624999997153878
"744","243",0.00062499999707751
"745","243",0.00125000000529364
"746","172",0.00250000000306591
"747","243",0.0006249999921415
"748","218",0.000624999996531755
"749","243",0.000625000002700835
"750","243",0.00374999986343458
"751","243",0.000625000005781651
"752","243",0.000625000002285466
"753","243",0.000624999996988103
"754","172",0.000624999999731779
"755","243",0.00187500013284944
"756","243",0.00125000000468269
"757","243",0.0031250008054208
"758","14",0.00312500002680719
"759","243",0.00124999999893457
"760","218",0.00187499987532943
"761","243",0.000624999998103827
"762","14",0.000624999999864027
"763","14",0.00187499972039834
"764","243",0.00124999999662116
"765","243",0.000624999998610467
"766","243",0.000625000000827014
"767","218",0.000624999995730817
"768","243",0.000625000005953014
"769","218",0.000625000002074987
"770","14",0.00062500000314787
"771","14",0.000624999992627651
"772","243",0.000625000004447997
"773","14",3.82750011844265
"774","172",0.0087499981405586
"775","14",0.0493750020682607
"776","14",0.00124999999815226
"777","218",0.00437499987784214
"778","172",0.00937500000257417
"779","172",0.000624999991200864
"780","243",0.000624999988859519
"781","218",0.000624999999564141
"782","218",0.000625000000854954
"783","243",0.0124999967522807
"784","218",0.00187499972382374
"785","14",0.00250000068978406
"786","243",0.000624999993633479
"787","14",0.00062500000195764
"788","243",0.00125000000114366
"789","218",0.00125000000232458
"790","243",0.00124999999113381
"791","172",0.000625000001376495
"792","218",0.00249999999815412
"793","243",0.000625000001173466
"794","14",0.00624999878435954
"795","243",0.00312500013002008
"796","14",0.000625000008026138
"797","14",0.000624999994495884
"798","14",0.000625000000273809
"799","243",0.000625000006051734
"800","243",0.000624999990565702
"801","243",0.000625000001888722
"802","218",0.000624999993372709
"803","218",0.00874999904821068
"804","14",0.000624999993130565
"805","243",0.000624999995775521
"806","172",0.000624999994236976
"807","172",0.000625000009434298
"808","243",0.0012499999974519
"809","243",0.00125000000550412
"810","218",0.000625000000476837
"811","218",0.272499997972613
"812","14",0.000624999992894009
"813","243",0.000624999999461696
"814","172",0.00812499997036904
"815","14",0.0031249993442893
"816","243",0.00124999999598414
"817","14",0.000624999997990206
"818","14",0.000625000006129965
"819","172",0.000624999999444932
"820","243",0.0012500000009723
"821","243",0.000625000006208196
"822","218",0.000625000005148351
"823","218",0.00375000070882402
"824","77",0.000624999999357387
"825","243",0.00124999999675341
"826","14",0.00125000000119954
"827","243",0.000624999999679625
"828","218",0.000624999994670972
"829","14",0.013749999073796
"830","218",0.000624999992890283
"831","243",0.000625000000303611
"832","243",0.000625000008495525
"833","243",0.000624999993979931
"834","243",0.000624999994546175
"835","243",0.00500000080164336
"836","218",0.000624999997379258
"837","243",0.00249999998166785
"838","218",0.00124999999986403
"839","243",0.000624999995099381
"840","243",0.00124999999104813
"841","14",0.00062499999916181
"842","14",0.00249999948007613
"843","243",0.00125000000253692
"844","172",0.000625000007649884
"845","243",0.000625000002369285
"846","14",0.000624999999877065
"847","14",0.00062499999740161
"848","243",0.0018750001233425
"849","243",0.00062500000490807
"850","172",0.00124999999844469
"851","14",0.000624999991364777
"852","172",0.000624999991837889
"853","243",0.000625000004539266
"854","218",0.00937499932814762
"855","243",0.000625000001937151
"856","172",0.00625000013418868
"857","14",0.000624999995850027
"858","243",0.00124999999360926
"859","14",0.000624999994508922
"860","243",0.000624999993626028
"861","77",0.268749993670492
"862","243",0.00687499988589995
"863","172",0.0193750041998029
"864","243",0.00125000000285544
"865","172",0.00625000029560737
"866","172",0.000624999991333112
"867","172",0.00249999998782575
"868","172",0.000625000001488253
"869","218",0.00437499974667281
"870","243",0.00125000000334159
"871","14",0.00124999999728054
"872","243",0.00125000000522286
"873","218",0.00124999999484792
"874","14",0.00687500001414493
"875","243",0.000625000002678484
"876","243",0.00124999999392033
"877","243",0.000625000004958361
"878","172",0.000625000003650784
"879","218",0.00499999919374287
"880","243",0.00125000000059605
"881","243",0.00125000000275113
"882","243",0.000625000002775341
"883","243",0.00312500000104681
"884","243",0.000625000000074506
"885","172",0.00187500028812513
"886","14",0.00187499999503233
"887","243",0.00125000000037253
"888","218",0.00437499818650261
"889","243",0.00124999999932945
"890","218",0.00124999999412708
"891","243",0.00125000000571832
"892","14",0.00124999999782443
"893","77",0.000625000008909032
"894","243",0.000624999994540587
"895","14",0.00125000000094995
"896","243",0.000624999999351799
"897","243",0.000624999999988824
"898","243",0.000624999994922429
"899","172",0.00437500028054602
"900","243",0.00124999999182113
"901","172",0.000624999996960163
"902","243",0.000624999997986481
"903","14",0.000624999993847683
"904","218",0.00062499999304302
"905","218",0.00125000000281259
"906","243",0.000625000006381422
"907","243",0.000624999996608123
"908","14",0.00187499988091178
"909","243",0.000624999997016042
"910","218",0.00062500000154227
"911","14",0.000625000002579764
"912","243",0.000624999992052093
"913","243",0.00062500000406988
"914","243",0.000624999995950609
"915","243",0.00249999999463931
"916","243",0.000625000002667308
"917","218",0.000625000001901761
"918","243",0.000625000003254041
"919","14",0.000625000010153279
"920","243",0.000625000010598451
"921","172",0.00312500067376904
"922","218",0.000624999996660277
"923","172",0.00687499946185015
"924","14",0.000624999998740852
"925","243",0.00249999932668544
"926","14",0.00125000000344217
"927","243",0.00125000000410341
"928","243",0.000624999991318211
"929","172",0.000624999997075647
"930","243",0.000625000003904104
"931","218",0.000625000000180677
"932","218",0.000624999999914318
"933","243",0.000624999990288168
"934","14",0.000624999993087724
"935","14",0.456874991068633
"936","243",0.00375000001126155
"937","243",0.00250000030874275
"938","218",0.01312499849643
"939","77",0.0337499989895411
"940","14",0.018750000410432
"941","14",0.426874999909755
"942","218",0.000624999995589256
"943","172",0.000625000001722947
"944","243",0.0012500000103116
"945","218",0.00124999999525025
"946","243",0.000624999990686774
"947","243",0.00125000000144728
"948","243",0.00249999999750964
"949","243",0.000624999998660758
"950","243",0.000625000007042661
"951","172",0.000625000003328547
"952","172",0.00812500012476742
"953","14",0.0162500015107822
"954","218",0.000624999994829297
"955","243",0.0131249995674528
"956","14",0.00124999998889118
"957","243",0.000624999997438863
"958","14",0.00125000000123866
"959","172",0.0118750004137568
"960","218",0.000624999994959682
"961","243",0.00125000000119768
"962","218",0.00124999999977835
"963","243",0.000625000012747943
"964","243",0.000624999999916181
"965","14",0.000624999995458871
"966","243",0.000624999996097758
"967","14",0.000624999997697771
"968","172",0.00187499971904792
"969","243",0.00125000000816025
"970","172",0.000624999990411103
"971","218",0.00124999999995343
"972","218",0.442499998387283
"973","218",0.00250000030572899
"974","243",0.000624999996995553
"975","243",0.000625000001145527
"976","172",0.00687499931173772
"977","14",0.000625000007536262
"978","172",0.00125000000619143
"979","172",0.00124999998912588
"980","14",0.00062500000237301
"981","14",0.00125000000461377
"982","243",0.000624999999418855
"983","243",0.000625000003315508
"984","218",0.00124999998987839
"985","172",0.00500000027354993
"986","14",0.00125000000022724
"987","218",0.000624999995963648
"988","172",0.000624999993160367
"989","77",0.103749978264956
"990","243",0.0131250010820236
"991","243",0.00124999999409169
"992","218",0.000625000001603737
"993","218",0.00125000000228919
"994","172",0.00125000000761822
"995","243",0.00124999999682605
"996","172",0.00749999946131557
"997","77",0.0150000008324888
