fid,DN,Area in km2
"163","172",0.00125000000951439
"164","243",0.000624999992614612
"165","243",0.00124999999824911
"166","218",0.000625000000594184
"167","243",0.000625000003602356
"168","243",0.00625000206226856
"169","218",0.00187499987689033
"170","218",0.00124999999608099
"171","243",0.00124999999962747
"172","218",0.00124999999701604
"173","243",0.00187499971633591
"174","243",0.000624999995693564
"175","218",0.000625000002099201
"176","218",0.000624999991811812
"177","243",0.000624999997409061
"178","243",0.000624999994765967
"179","243",0.00124999999629334
"180","172",0.000625000005835667
"181","243",0.000625000004157424
"182","243",0.000624999998765066
"183","172",0.000624999998034909
"184","243",0.00125000000780448
"185","14",0.000624999997995794
"186","243",0.00125000000210106
"187","218",0.0012499999916777
"188","243",0.00687499962127209
"189","243",0.00250000001114421
"190","218",0.000624999999523163
"191","243",0.00375000051331706
"192","243",0.00437500001944602
"193","243",0.00374999998691119
"194","218",0.000625000002305955
"195","243",0.00374999933880381
"196","218",0.00125000000029616
"197","243",0.000624999995652586
"198","243",0.000624999997768551
"199","243",0.000625000003976747
"200","243",0.0043749988656994
"201","218",0.00125000000585988
"202","243",0.000624999992137775
"203","243",0.00125000000432879
"204","218",0.00249999999393895
"205","243",0.000625000004678965
"206","14",0.000624999997820705
"207","218",0.0024999999955371
"208","243",0.000625000003485009
"209","243",0.00187500000878237
"210","172",0.00687500052725896
"211","243",0.00187499987643212
"212","243",0.000624999997351319
"213","243",0.000625000009015203
"214","243",0.000624999998142943
"215","243",0.000624999997394159
"216","243",0.00187499999606609
"217","243",0.00062500000041537
"218","218",0.000625000007860363
"219","243",0.000625000000771135
"220","243",0.00687499822234735
"221","243",0.00249999970150366
"222","243",0.0093749999823086
"223","14",0.000624999993251637
"224","14",0.000624999992828816
"225","243",0.00187499972273409
"226","218",0.000625000007051975
"227","243",0.000624999995369464
"228","243",0.00124999999941327
"229","243",0.00062499999300763
"230","172",0.00125000000879541
"231","243",0.00124999999817461
"232","243",0.000624999998277053
"233","243",0.000624999994806945
"234","218",0.000624999993594363
"235","243",0.000625000007869676
"236","243",0.00062499999916926
"237","14",0.000624999992629513
"238","243",0.000624999996580183
"239","243",0.000624999989250675
"240","218",0.000624999992996454
"241","243",0.000625000000448897
"242","218",0.0031250005402565
"243","243",0.00187500012293458
"244","218",0.00062500000157766
"245","243",0.000625000000072643
"246","218",0.000625000001337379
"247","243",0.00124999999406002
"248","243",0.00187499987691455
"249","14",0.00500000042486191
"250","243",0.00249999999708123
"251","243",0.00250000042640232
"252","243",0.00125000000015646
"253","243",0.00250000000213832
"254","14",0.000624999992325902
"255","218",0.111250016180469
"256","243",0.00124999999749474
"257","243",0.000624999998031184
"258","243",0.00125000000193156
"259","243",0.000624999996216968
"260","218",0.000625000003186986
"261","14",0.00562500097356737
"262","14",0.000624999995037913
"263","243",0.00062500000519678
"264","243",0.00187500027875789
"265","218",0.00249999999575503
"266","218",0.00124999999492057
"267","172",0.090000002427794
"268","243",0.000624999998904765
"269","14",0.000624999999940395
"270","243",0.00124999999574944
"271","218",0.000625000001769513
"272","243",0.000625000003116205
"273","243",0.00062500000006333
"274","14",0.00124999999870919
"275","218",0.0156249983151238
"276","243",0.00250000000543334
"277","243",0.000624999988498166
"278","172",0.00249999947323091
"279","218",0.000624999996025115
"280","243",0.00812500012003072
"281","243",0.000624999997802079
"282","243",0.00249999970015697
"283","243",0.00187500027397647
"284","243",0.000624999988734722
"285","243",0.00124999999317154
"286","243",0.00187499973575771
"287","218",0.000625000010712072
"288","218",0.0093750013384372
"289","243",0.00062500000099279
"290","243",0.00187499986390397
"291","243",0.000624999991262332
"292","243",0.00124999999584444
"293","243",0.000625000005494803
"294","218",0.000625000007040799
"295","243",0.00312499932402
"296","218",0.00250000042044558
"297","243",0.00124999999888986
"298","218",0.00187500027917139
"299","218",0.000625000006578863
"300","243",0.0025000000041239
"301","243",0.000624999998828396
"302","218",0.00249999998961389
"303","243",0.000624999992543832
"304","243",0.00125000000383891
"305","243",0.00124999999833107
"306","218",0.00187500028124638
"307","243",0.000625000006237999
"308","218",0.00124999999636784
"309","243",0.00062499999810569
"310","218",0.000624999993957579
"311","243",0.000624999995853752
"312","243",0.000625000003905967
"313","243",0.00249999970426224
"314","243",0.000625000000279397
"315","243",0.000625000000769272
"316","243",0.000624999995546415
"317","172",0.000624999993212521
"318","172",0.000625000000022352
"319","14",0.000624999998299405
"320","243",0.000624999992456287
"321","243",0.000625000000048429
"322","243",0.000624999994551763
"323","243",0.00062500000019744
"324","243",0.000624999998005107
"325","218",0.000624999992281199
"326","172",0.00437499919243157
"327","218",0.00187500000414997
"328","218",0.00562499947281368
"329","243",0.00125000000479817
"330","243",0.00375000039780885
"331","243",0.000625000004494563
"332","218",0.012499999601759
"333","243",0.000624999998835847
"334","243",0.000624999997245148
"335","243",0.000625000001221895
"336","218",0.00124999999682046
"337","172",0.000625000006657094
"338","77",0.000624999995751306
"339","218",0.000625000009540468
"340","243",0.000624999996762723
"341","243",0.000625000006748363
"342","243",0.00187500027012452
"343","172",0.00374999999267794
"344","243",0.000625000000672415
"345","243",0.000625000004161149
"346","243",0.00125000000482425
"347","77",0.000624999996261671
"348","243",0.000625000004071742
"349","218",0.000625000001402572
"350","243",0.000625000001966953
"351","243",0.000624999999009073
"352","243",0.000624999999057502
"353","77",0.000625000004235655
"354","218",0.000625000001134351
"355","243",0.000625000000540167
"356","14",0.000624999992206693
"357","218",0.001249999998115
"358","172",0.0125000002682228
"359","243",0.000625000000609085
"360","243",0.000625000002311543
"361","243",0.000624999999439344
"362","218",0.00687500282702595
"363","243",0.000624999997047707
"364","172",0.000625000005926937
"365","172",0.0131249962376114
"366","243",0.00062499999752827
"367","14",0.000625000001033768
"368","243",0.000625000000072643
"369","243",0.000624999997179955
"370","218",0.000624999997045845
"371","218",0.00125000000204146
"372","243",0.00062500000221096
"373","243",0.000625000005055219
"374","243",0.00062500000061281
"375","243",0.000624999999236316
"376","243",0.00375000181334652
"377","218",0.000625000002369285
"378","218",0.000625000011624768
"379","243",0.000624999992836267
"380","218",0.0006250000052955
"381","243",0.000624999991334975
"382","243",0.00125000000734627
"383","14",0.00062500000699982
"384","14",0.00312500025542453
"385","14",0.00125000000419468
"386","218",0.000624999999102205
"387","243",0.00187499972715974
"388","243",0.0024999996900484
"389","218",0.00125000000203401
"390","218",0.000624999989144504
"391","243",0.000624999993065372
"392","218",0.000625000003214926
"393","14",0.00124999998991191
"394","243",0.000624999995011836
"395","243",0.000624999994950369
"396","14",0.000625000010134652
"397","243",0.000624999999953434
"398","243",0.000624999994684011
"399","243",0.000625000002197921
"400","218",0.00062500000009872
"401","172",0.000625000004332513
"402","172",0.00875000156216696
"403","172",0.00562500001505949
"404","14",0.000624999994164333
"405","172",0.0324999988024421
"406","243",0.0125000000042114
"407","172",0.00250000000153296
"408","243",0.000624999998206273
"409","243",0.0012499999974817
"410","218",0.00062500000458397
"411","14",0.00250000000177696
"412","243",0.00187500000520796
"413","14",0.00124999999654479
"414","243",0.000625000004734844
"415","243",0.000624999996576458
"416","243",0.000625000000033528
"417","218",0.000625000001095235
"418","243",0.000624999994790182
"419","243",0.000624999989030883
"420","243",0.000625000003624707
"421","218",0.000624999996606261
"422","243",0.00124999999567866
"423","243",0.00187499987256341
"424","14",0.00124999999861047
"425","243",0.00250000000136346
"426","14",0.000624999999526888
"427","243",0.00124999999901466
"428","243",0.000624999999755993
"429","243",0.000624999994466081
"430","243",0.00250000000384822
"431","243",0.00062499999788776
"432","172",0.00124999999751151
"433","243",0.000624999998895451
"434","243",0.00125000001027621
"435","243",0.000625000009078532
"436","218",0.00124999999679439
"437","243",0.000625000009022653
"438","218",0.0162499991645813
"439","243",0.000624999998597428
"440","243",0.00187500013368577
"441","243",0.00124999999688193
"442","243",0.000624999997032806
"443","243",0.0006249999998454
"444","218",0.000624999990576878
"445","243",0.00250000001501851
"446","243",0.000625000002140179
"447","243",0.00124999999935925
"448","243",0.00187499988134764
"449","243",0.000625000005099922
"450","243",0.00124999999842793
"451","218",0.00125000000692904
"452","243",0.000625000000067055
"453","243",0.000625000006349757
"454","243",0.00187499986397475
"455","14",0.000624999997397885
"456","172",0.00250000000189617
"457","218",0.000624999999236316
"458","243",0.000625000006493181
"459","14",0.00999999985301495
"460","172",0.00437499962417595
"461","218",0.016249999446895
"462","243",0.00187499986908957
"463","218",0.000625000004258007
"464","172",0.00937499932332709
"465","243",0.000624999991755933
"466","243",0.000625000002032146
"467","243",0.000624999998848885
"468","243",0.00125000000024214
"469","243",0.00124999999930337
"470","243",0.000625000005552545
"471","218",0.000625000006826594
"472","172",0.000624999998573214
"473","14",0.000624999999642372
"474","14",0.000625000004813075
"475","243",0.0037500008075051
"476","243",0.00125000000825152
"477","243",0.00187500027674437
"478","172",0.0137500002519209
"479","243",0.00187500012543052
"480","14",0.000624999990483746
"481","172",0.00125000000210106
"482","243",0.00125000000349618
"483","218",0.000624999986248091
"484","243",0.000624999999569729
"485","243",0.0012500000028871
"486","243",0.000625000001199544
"487","172",0.000625000005796552
"488","243",0.000625000005578622
"489","218",0.000624999989654869
"490","243",0.000625000000637025
"491","218",0.000625000002659857
"492","172",0.000625000007539988
"493","172",0.00312499931511842
"494","243",0.00249999998170137
"495","243",0.000625000000109896
"496","218",0.000625000001808628
"497","172",0.00124999999313429
"498","243",0.000624999989623204
"499","243",0.00062500000150688
"500","218",0.000624999993411824
"501","243",0.000624999997902662
"502","243",0.000624999999050051
"503","243",0.000625000002484769
"504","243",0.00124999999699183
"505","243",0.000625000004293397
"506","172",0.0531249988412894
"507","243",0.00312500042381138
"508","243",0.00125000000037625
"509","218",0.000625000008070841
"510","218",0.000624999997397885
"511","218",0.000625000009326264
"512","243",0.0012499999941159
"513","218",0.000624999998498708
"514","243",0.000624999996546656
"515","243",0.00624999947530217
"516","243",0.00124999999720603
"517","243",0.000624999992966652
"518","243",0.000625000000961125
"519","172",0.000625000004688278
"520","172",0.0156250024615061
"521","14",0.210624995308824
"522","172",0.0831250005601589
"523","243",0.00312500026552379
"524","243",0.000624999996745959
"525","218",0.000625000007392839
"526","172",0.00125000000555255
"527","218",0.000624999994659796
"528","243",0.000624999997548759
"529","218",0.000624999997723848
"530","243",0.000625000000149012
"531","243",0.00125000000564754
"532","243",0.00187499987373501
"533","218",0.0012499999980703
"534","243",0.000625000003945082
"535","218",0.000624999999931082
"536","243",0.00124999999993294
"537","243",0.000625000002620742
"538","243",0.000624999993773177
"539","243",0.000624999998178333
"540","172",0.00437500042892992
"541","243",0.0012500000029169
"542","243",0.00374999932898954
"543","243",0.00187500027482398
"544","243",0.000624999999660999
"545","243",0.000625000007780269
"546","243",0.00062500001040101
"547","243",0.00125000000056997
"548","218",0.000625000008895993
"549","218",0.000625000003248453
"550","243",0.000624999988673255
"551","172",0.000625000011652708
"552","172",0.00125000000775978
"553","243",0.00249999999807775
"554","172",0.000625000003607944
"555","243",0.00125000000684708
"556","172",0.000624999997282401
"557","218",0.000625000007871538
"558","218",0.000625000000579283
"559","243",0.00250000000646338
"560","243",0.00249999999171682
"561","172",0.000625000002456829
"562","14",0.000624999993868172
"563","218",0.000624999994592741
"564","243",0.00375000013704039
"565","172",0.000624999998437241
"566","218",0.00124999999670684
"567","243",0.00125000000127405
"568","218",0.00187499987549707
"569","243",0.000625000016059726
"570","218",0.000624999987944961
"571","218",0.000625000000087544
"572","172",0.00124999999429844
"573","14",0.000624999992400408
"574","243",0.000625000003676862
"575","243",0.000624999993154779
"576","243",0.000624999999903142
"577","243",0.00124999999053776
"578","218",0.00187499999107979
"579","172",0.0237499964842051
"580","243",0.00187500000703707
"581","172",0.000624999996939674
"582","172",0.000624999993674457
"583","243",0.000624999995125458
"584","243",0.000624999998766929
"585","172",0.000624999998081476
"586","172",0.000625000004937872
"587","243",0.000625000002296642
"588","172",0.0131250005339906
"589","172",0.000625000005945563
"590","172",0.000625000004479662
"591","172",0.000625000000756234
"592","172",0.000624999995050952
"593","172",0.000625000006468967
"594","243",0.00187499986535124
"595","218",0.000625000003011897
"596","218",0.000625000001911074
"597","243",0.00062500000031665
"598","243",0.0012500000035651
"599","243",0.00125000000646338
"600","218",0.000625000004092231
"601","218",0.000624999990956858
"602","14",6.66187485226714
"603","218",0.000624999991666526
"604","243",0.00062499999512732
"605","172",0.00187500012713484
