Roost,Roost size,Latitude,Longitude,Level,Distance ,Position,Region,Installation date,Installation time(end),Approach n,Approach start,Approach end,Approach date,Approach type,Solving time,Species,Roost of origin,Video reference,Notes
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,67,17:34:43,17:41:32,20230709,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00204 to 207,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,68,18:11:34,18:12:35,20230709,Post presence,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00208,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,69,18:13:02,18:16:52,20230709,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00208 to 209,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,70,18:13:15,18:17:32,20230709,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00209 to 211,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,71,18:25:10,18:26:34,20230709,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00212,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,1,01:21:26,01:33:24,20230710,Post attempt,NA,Trichosurus vulpecula,,CorroboreePark/Level1/110723/00214 to 218,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,2,01:37:44,01:40:22,20230710,Post attempt,NA,Trichosurus vulpecula,,CorroboreePark/Level1/110723/00220,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,72,08:28:38,08:30:02,20230710,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00221,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,73,13:08:21,13:11:41,20230710,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00222 to 224,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,74,17:15:55,17:17:56,20230710,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00226 to 227,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,75,17:16:21,17:25:43,20230710,Post attempt,NA,Cacatua galerita,WM,CorroboreePark/Level1/110723/00226 to 231,"Marked bird,GNV"
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,76,17:18:14,17:25:43,20230710,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00228 to 231,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,77,17:56:59,17:57:56,20230710,Post attempt,NA,Cacatua galerita,WM,CorroboreePark/Level1/110723/00232,"Marked bird, G"
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,78,18:09:58,18:14:19,20230710,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00233 to 235,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,79,18:12:10,18:12:59,20230710,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00234,
Corroboree Park,52,-35.269,149.141853,1,NA,Left,North,20230630,16:50,80,18:13:57,18:14:05,20230710,Post attempt,NA,Cacatua galerita,,CorroboreePark/Level1/110723/00235,
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,1,NA,NA,NA,Attempt,NA,Petaurus spp.,,CorroboreePark/Level2/IMG0018,Arrives 00:00  video IMG0018 leaves 00:48(length IMG00XX videos 2 minutes)
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,1,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level2/IMG0034,"Arrives 00:01 video IMG0034, leaves at 3:00"
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,2,NA,NA,NA,Attempt,NA,Cacatua galerita,LY,CorroboreePark/Level2/IMG0035,"Arrives 00:00  video IMG0035  leaves 3:00, marked VLR"
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,3,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level2/IMG0035,Arrives 1:18  video IMG0018 leaves 2:52
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,4,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level2/IMG0048,Arrives 00:06  video IMG0048  leaves 00:08
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,5,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level2/IMG0050,Arrives 00:50  video IMG0050  leaves 00:58
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,6,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level2/IMG0050,Arrives 2:06  video IMG0050  leaves 2:07
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,7,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level2/IMG0080,Arrives 00:00  video IMG0080  leaves 00:05
Corroboree Park,52,-35.26945,149.14241,2,16,Center,North,20230630,16:50,8,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level2/IMG0080,Arrives 00:26  video IMG0080  leaves 00:28
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,1,NA,NA,NA,Attempt,NA,Cacatua galerita,WM,CorroboreePark/Level3/DCMI/IMG00104,"Arrives 00:00 video IMG00104 leaves 1:43, marked GRN (length IMG00XX videos 3 minutes)"
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,2,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00104 to 105,Arrives 1:22 video IMG00104 leaves 1:27 video IMG00105
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,3,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00111 to 112,Arrives 00:50 video IMG00111 leaves 1:04 video IMG0112
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,4,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00112,Arrives 00:49 video IMG0112 leaves 00:50
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,5,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00113 to 115,Arrives 01:07 video IMG00113 leaves 00:32 video IMG00115
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,6,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00115,Arrives 01:58 video IMG0116 leaves 01:59
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,7,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00116,Arrives 00:25 video IMG00116 leaves 00:45
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,8,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00121 to 122,Arrives 1:12 video IMG00121 leaves 00:09 video IMG0122
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,9,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/DCMI/IMG00124 to 132,Arrives 1:39 video IMG00124 leaves 1:33 video IMG0132
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,10,NA,NA,NA,Attempt,NA,Cacatua galerita,WM,CorroboreePark/Level3/DCMI/IMG00200,"Arrives 00:53 video IMG00200 leaves 1:36, marked bird GNR"
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,11,NA,NA,NA,Presence,NA,Cacatua galerita,,CorroboreePark/Level3/010823/IMG0022,Arrives 02:25 video IMG0022 leaves 3:00
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,12,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/010823/IMG0054,Arrives 00:00 video IMG0054 leaves 1:36 video IMG0055
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,13,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/010823/IMG0084,Arrives 00:00 video IMG0084 leaves 00:23
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,14,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/010823/IMG0084,Arrives 00:35 video IMG0084 leaves 1:38
Corroboree Park,52,-35.269074,149.142941,3,15.1,Right,North,20230630,16:50,15,NA,NA,NA,Attempt,NA,Cacatua galerita,,CorroboreePark/Level3/010823/IMG0084,Arrives 01:54 video IMG0084 leaves 02:38
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,1,18:02:18,18:07:00,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/003,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,2,18:08:37,18:09:01,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/004,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,3,18:09:39,18:10:21,20230615,Presence,NA,Cacatua galerita,,Gungahlin/Level1/170623/004,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,4,18:09:25,18:11:45,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/004,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,5,18:11:58,18:15:18,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/005,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,6,18:15:53,18:16:45,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/006 to 008,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,7,18:17:04,18:17:18,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/008,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,8,18:19:40,18:21:08,20230616,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/009,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,9,18:22:30,18:23:43,20230616,Presence,NA,Cacatua galerita,,Gungahlin/Level1/170623/0010,
Gungahlin,130,-35.167771,149.144915,1,NA,Left,Gungahlin,20230614,16:00,10,07:02:57,07:03:09,20230617,Attempt,NA,Cacatua galerita,,Gungahlin/Level1/170623/0011,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,1,17:51:08,17:51:55,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/170623/0001,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,2,18:13:29,18:14:46,20230617,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/270623/0021,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,3,18:14:19,18:14:21,20230617,Presence,NA,Cacatua galerita,,Gungahlin/Level2/270623/0021,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,1,13:45:47,13:45:50,20230627,Presence,NA,Manorina chiassosa,,Gungahlin/Level2/110723/0001,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,1,14:19:37,14:21:06,20230627,Presence,NA,Gymnorhina tibicen,,Gungahlin/Level2/110723/0002,Juvenile
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,4,17:12:25,17:13:51,20230627,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0003,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,5,17:13:23,17:13:40,20230627,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0003,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,6,17:13:52,17:15:28,20230627,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0003 to 004,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,7,17:14:42,17:15:19,20230627,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0004,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,8,17:18:29,17:19:38,20230627,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0005,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,1,09:20:35,09:22:40,20230629,Attempt,NA,Eolophus roseicapilla,,Gungahlin/Level2/110723/0006,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,2,09:12:07,09:14:57,20230701,Attempt,NA,Eolophus roseicapilla,,Gungahlin/Level2/110723/0034 to 35,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,2,10:55:23,10:55:40,20230701,Attempt,NA,Manorina chiassosa,,Gungahlin/Level2/110723/0036,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,3,11:05:07,11:05:13,20230706,Attempt,NA,Manorina chiassosa,,Gungahlin/Level2/110723/0039,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,2,14:02:50,14:03:01,20230706,Presence,NA,Gymnorhina tibicen,,Gungahlin/Level2/110723/0041,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,3,14:03:33,14:06:45,20230706,Attempt,NA,Gymnorhina tibicen,,Gungahlin/Level2/110723/0041 to 43,Juvenile
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,9,17:02:57,17:04:17,20230708,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0059,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,10,17:03:17,17:04:17,20230708,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0059,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,11,17:12:14,17:12:39,20230709,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0069,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,12,17:14:29,17:15:11,20230709,Attempt,NA,Cacatua galerita,,Gungahlin/Level2/110723/0070,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,4,08:22:27,08:22:47,20230714,Attempt,NA,Manorina chiassosa,,Gungahlin/Level2/110723/0072,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,5,07:44:52,07:44:55,20230716,Presence,NA,Manorina chiassosa,,Gungahlin/Level2/110723/0227,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,3,08:13:29,08:14:57,20230716,Attempt,NA,Eolophus roseicapilla,,Gungahlin/Level2/110723/0228,
Gungahlin,130,-35.167881,149.145186,2,10.8,Center,Gungahlin,20230614,16:00,4,09:56:48,09:57:06,20230717,Attempt,NA,Eolophus roseicapilla,,Gungahlin/Level2/110723/0279,
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,1,17:32:24,17:32:47,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level3/170623/001,
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,2,17:32:58,17:33:10,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level3/170623/001,
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,3,17:52:03,17:52:22,20230615,Attempt,NA,Cacatua galerita,,Gungahlin/Level3/170623/004,"He moves the box and gets scared, box tilted from now on until the 17/06 h 16:46"
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,1,15:48:26,15:48:29,20230616,Presence,NA,Manorina chiassosa,,Gungahlin/Level3/170623/005,
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,2,14:28:01,14:28:21,20230617,Attempt,NA,Manorina chiassosa,,Gungahlin/Level3/170623/0043,
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,1,15:25:48,15:29:02,20230629,Attempt,NA,Gymnorhina tibicen,,Gungahlin/Level3/140723/0011,Juvenile
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,2,08:50:32,08:51:03,20230630,Attempt,NA,Gymnorhina tibicen,,Gungahlin/Level3/140723/0016,Juvenile
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,3,10:03:15,10:03:25,20230701,Attempt,NA,Manorina chiassosa,,Gungahlin/Level3/140723/0027,Juvenile
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,4,17:03:57,17:04:34,20230704,Attempt,NA,Cacatua galerita,,Gungahlin/Level3/140723/0048,Juvenile
Gungahlin,130,-35.168069,149.145626,3,NA,Right,Gungahlin,20230614,16:00,5,17:10:59,17:12:04,20230709,Solving,17:12:04,Cacatua galerita,,Gungahlin/Level3/140723/solved-A,Juvenile
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,1,13:17:54,13:19:12,20230719,Attempt,NA,Platycercus elegans,,Hackett/Level1/020823/063,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,1,11:04:26,11:06:40,20230720,Attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0101 to 102,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,2,11:07:27,11:10:42,20230720,Attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0102,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,3,11:10:54,11:12:33,20230720,Attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0105,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,4,11:12:54,11:17:08,20230720,Solving,11:16:03,Cacatua galerita,,"Hackett/Level1/020823/0106, SOLVED",
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,5,11:24:52,11:30:25,20230720,Post attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0109 to 111,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,6,14:24:12,14:27:50,20230720,Post attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0120 to 122,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,7,16:37:46,16:43:25,20230720,Post attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0129 ,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,8,16:43:43,16:47:25,20230720,Post attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0129 to 131,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,9,17:21:57,17:26:50,20230720,Post attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0132 to 134,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,10,17:28:47,17:28:57,20230720,Post attempt,NA,Cacatua galerita,,Hackett/Level1/020823/0135,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,1,22:15:57,22:16:02,20230721,Post presence,NA,Trichosurus vulpecula,,Hackett/Level1/020823/0206,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,2,22:17:50,22:20:57,20230721,Post attempt,NA,Trichosurus vulpecula,,Hackett/Level1/020823/0207 to 209,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,3,22:35:44,22:43:46,20230721,Post attempt,NA,Trichosurus vulpecula,,Hackett/Level1/020823/0210 to 213,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,4,22:55:19,22:57:47,20230721,Post attempt,NA,Trichosurus vulpecula,,Hackett/Level1/020823/0214 to 215,
Hackett,132,-35.252048,149.161005,1,9.5,Left,North,20230718,11:45,5,04:06:33,04:25:50,20230722,Post attempt,NA,Trichosurus vulpecula,,Hackett/Level1/020823/0216 to 226,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,1,15:24:54,15:24:59,20230718,Attempt,NA,Manorina chiassosa,,Hackett/Level3/020823/002,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,1,06:13:27,06:14:09,20230719,Attempt,NA,Trichosurus vulpecula,,Hackett/Level3/020823/0010,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,2,13:20:50,13:20:55,20230725,Presence,NA,Manorina chiassosa,,Hackett/Level3/020823/00115,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,3,16:45:49,16:45:52,20230725,Presence,NA,Manorina chiassosa,,Hackett/Level3/020823/00127,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,2,03:20:43,03:21:21,20230802,Attempt,NA,Trichosurus vulpecula,,Hackett/Level3/020823/00242,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,1,14:59:47,15:00:53,20230812,Attempt,NA,Platycercus elegans,,Hackett/Level3/230823/0033,Juvenile
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,4,15:01:52,15:02:01,20230812,Attempt,NA,Manorina chiassosa,,Hackett/Level3/230823/0034,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,2,11:54:14,11:54:32,20230813,Attempt,NA,Platycercus elegans,,Hackett/Level3/230823/0035,Juvenile
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,5,12:16:34,12:16:35,20230814,Presence,NA,Manorina chiassosa,,Hackett/Level3/230823/038,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,3,14:28:13,14:28:34,20230815,Attempt,NA,Platycercus elegans,,Hackett/Level3/230823/039,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,6,13:08:28,13:08:32,20230816,Presence,NA,Manorina chiassosa,,Hackett/Level3/230823/041,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,1,22:47:32,22:47:53,20230819,Attempt,NA,Petaurus spp.,,Hackett/Level3/230823/061,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,4,13:24:30,13:25:34,20230823,Attempt,NA,Platycercus elegans,,Hackett/Level3/060923/001,Male
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,5,13:33:56,13:34:14,20230824,Attempt,NA,Platycercus elegans,,Hackett/Level3/060923/007,Male
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,1,14:40:11,14:41:05,20230824,Attempt,NA,Cacatua galerita,,Hackett/Level3/060923/009,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,2,18:29:31,18:30:35,20230826,Attempt,NA,Cacatua galerita,,Hackett/Level3/060923/0021,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,3,18:04:40,18:06:04,20230828,Attempt,NA,Cacatua galerita,,Hackett/Level3/060923/0022,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,4,18:07:36,18:14:35,20230828,Attempt,NA,Cacatua galerita,HA,Hackett/Level3/060923/0023 to 27,"Marked, left shoulder, not sure about the colours (OBR?) For sure B and R"
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,5,18:16:24,18:17:00,20230828,Attempt,NA,Cacatua galerita,,Hackett/Level3/060923/0028,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,6,18:18:16,18:18:48,20230828,Attempt,NA,Cacatua galerita,HA,Hackett/Level3/060923/0029,"Marked bird, ORB"
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,7,18:18:35,18:19:17,20230828,Attempt,NA,Cacatua galerita,HA,Hackett/Level3/060923/0029,"Marked, left shoulder, not sure about the colours (OBR?) For sure B and R"
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,3,05:31:38,05:31:59,20230829,Attempt,NA,Trichosurus vulpecula,,Hackett/Level3/060923/0030,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,6,16:18:00,16:18:28,20230829,Attempt,NA,Platycercus elegans,,Hackett/Level3/060923/0034,
Hackett,132,-35.251075,149.162724,3,10.1,Right,North,20230718,11:45,7,06:27:12,06:27:15,20230911,Presence,NA,Manorina chiassosa,,Hackett/Level3/110923/0076,
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,2,12:30:36,12:41:34,20230627,Solving,12:30:58,Cacatua galerita,,Lyneam/Level1/Solved_copy2 to f1138944,
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,3,12:32:56,12:35:26,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1056512,Not marked but red dots under the right wing close to the tail
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,4,12:41:47,12:41:59,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1138944,"Not marked but red dots under the right wing close to the tail, same bird as before"
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,5,12:42:59,12:44:18,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1164032,"Not marked but red dots under the right wing close to the tail, same bird as before"
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,6,12:44:27,12:45:55,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1184768,
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,7,12:47:01,12:49:00,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1206784,"Not marked but red dots under the right wing close to the tail, same bird as before"
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,8,12:48:56,12:56:55,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1229568,
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,9,12:56:59,13:03:10,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1229568,"Not marked but red dots under the right wing close to the tail, same bird as before"
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,10,13:07:45,13:11:07,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1379584,"Not marked but red dots under the right wing close to the tail, same bird as before"
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,11,13:09:38,13:11:07,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1379584,"Not marked but red dots under the right wing close to the tail, same bird as before"
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,12,13:18:41,13:23:18,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1443584,"Not marked but red dots under the right wing close to the tail, same bird as before"
Lyneam,41,-35.25562,149.128381,1,13,Right,North,20230624,14:00,13,13:27:33,13:31:19,20230627,Post attempt,NA,Cacatua galerita,,Lyneam/Level1/f1465600 to f1487360,"Not marked but red dots under the right wing close to the tail, same bird as before"
