"site_code","Urbanization_Index"
"ANU",1.06307478214105
"CK",-0.130634020422427
"CP",-0.477317243540141
"GPM",1.39808144611325
"GU",1.79018717920268
"HA",-2.00112782050714
"HIG",0.714126515143196
"LG",2.09490857338595
"LY",-0.314737639949663
"NAR",0.546890424718876
"OC",-0.734054838182495
"TP",0.8100047860551
"WM",0.0851679607964901
"WA",-1.03810595069673
"YA",1.16205134676376
"TB",-4.96851550102176
